,Tenure,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,MaritalStatus_Married,MaritalStatus_Single
1283,1.0,27.0,4,3,2,0,3.0,147.72,0,False,True,False,False,True
1284,9.0,14.0,4,5,2,0,9.0,175.87,0,False,False,False,False,True
1285,3.0,31.0,3,3,8,1,2.0,147.36,0,False,True,False,True,False
1288,25.0,9.0,4,3,3,1,4.0,179.69,0,False,False,False,True,False
1290,6.0,6.0,4,1,1,0,4.0,169.49,0,False,True,False,False,True
1292,13.0,10.0,5,3,2,0,8.0,155.69,0,False,True,False,True,False
1293,14.0,8.0,3,5,8,0,8.0,265.95,0,True,False,False,True,False
1294,0.0,14.0,4,2,2,0,0.0,125.64,1,False,False,True,False,True
1295,24.0,31.0,4,3,5,1,6.0,264.73,0,True,False,False,False,False
1296,6.0,7.0,4,5,6,0,3.0,165.87,0,False,True,False,True,False
1297,9.0,6.0,4,3,7,0,7.0,122.58,0,False,False,True,True,False
1298,1.0,12.0,4,3,3,1,1.0,153.51,1,False,False,True,False,True
1299,6.0,21.0,3,1,1,1,1.0,148.78,0,False,True,False,True,False
1300,9.0,19.0,3,3,2,0,6.0,120.96,0,False,False,True,False,False
1301,0.0,25.0,4,5,2,0,7.0,140.66,0,False,False,True,True,False
1302,1.0,22.0,4,1,3,0,1.0,153.71,0,False,False,True,False,True
1303,1.0,10.0,5,3,3,0,1.0,157.3,0,False,False,True,False,True
1306,28.0,27.0,4,3,5,0,4.0,173.69,0,False,True,False,False,True
1307,0.0,24.0,3,3,1,1,2.0,146.14,1,False,True,False,False,False
1308,2.0,33.0,3,3,5,0,1.0,143.35,0,False,True,False,True,False
1309,6.0,20.0,5,4,3,0,3.0,152.43,0,False,False,True,False,False
1310,6.0,13.0,3,3,1,0,3.0,216.91000000000005,0,False,False,False,True,False
1311,1.0,15.0,5,3,3,1,3.0,164.89,1,False,False,True,False,True
1312,19.0,6.0,3,5,8,0,3.0,193.96,0,False,False,False,True,False
1313,1.0,16.0,5,3,2,1,1.0,158.88,1,False,False,True,True,False
1316,21.0,9.0,4,2,7,0,5.0,175.7,0,False,True,False,True,False
1317,7.0,14.0,1,3,3,0,2.0,144.04,0,False,True,False,True,False
1319,9.0,27.0,4,5,1,0,0.0,122.96,0,False,False,True,True,False
1320,15.0,13.0,4,1,5,1,1.0,260.91,0,False,False,False,False,True
1321,20.0,9.0,3,3,10,1,13.0,237.7,0,True,False,False,True,False
1323,6.0,34.0,3,3,2,1,7.0,152.07,0,False,True,False,True,False
1324,0.0,15.0,3,3,2,0,2.0,127.42,1,False,False,True,True,False
1326,5.0,35.0,3,3,10,0,7.0,140.25,0,False,False,True,False,True
1328,1.0,8.0,6,4,8,0,1.0,192.35,1,False,True,False,False,True
1329,8.0,7.0,5,1,3,1,4.0,161.22,0,False,False,True,True,False
1332,0.0,6.0,3,1,10,1,2.0,147.87,1,False,False,True,True,False
1333,0.0,11.0,3,1,2,0,2.0,131.17,0,False,False,True,False,True
1334,18.0,11.0,5,5,2,1,4.0,157.69,0,False,True,False,False,True
1335,15.0,29.0,3,1,3,0,0.0,259.92,0,True,False,False,False,True
1336,1.0,22.0,1,5,1,0,7.0,156.61,0,False,True,False,False,True
1338,3.0,26.0,3,5,1,0,2.0,199.57,0,False,True,False,False,False
1340,26.0,29.0,3,2,7,0,8.0,242.75,0,True,False,False,False,True
1341,3.0,27.0,4,1,3,0,11.0,163.12,0,False,False,True,True,False
1342,8.0,22.0,3,3,5,1,0.0,176.32,0,False,False,False,False,False
1343,0.0,14.0,4,5,8,0,0.0,125.61,1,False,False,True,False,True
1345,18.0,13.0,3,5,2,0,11.0,152.1,0,False,False,False,True,False
1346,1.0,31.0,5,5,3,0,3.0,212.22,1,False,False,False,False,True
1347,1.0,11.0,6,2,3,0,3.0,229.0,1,False,False,False,False,False
1348,11.0,8.0,4,3,4,1,2.0,177.56,0,False,False,False,True,False
1349,9.0,6.0,3,1,5,0,0.0,166.53,0,False,True,False,False,True
1350,10.0,22.0,4,3,5,0,0.0,163.34,0,False,True,False,True,False
1351,28.0,24.0,3,4,4,0,7.0,268.35,0,True,False,False,False,True
1352,27.0,20.0,2,5,3,0,4.0,169.5,0,False,True,False,True,False
1353,0.0,15.0,3,5,4,1,3.0,182.24,1,False,True,False,False,True
1354,19.0,11.0,4,5,6,1,4.0,175.06,0,False,True,False,True,False
1356,12.0,12.0,3,4,5,0,2.0,183.76,0,False,False,False,False,True
1357,20.0,10.0,2,5,4,0,9.0,257.25,0,True,False,False,True,False
1359,13.0,18.0,3,5,3,0,7.0,144.48,0,False,True,False,True,False
1360,1.0,11.0,5,5,3,0,4.0,167.56,0,False,True,False,True,False
1361,13.0,6.0,3,3,4,1,0.0,147.28,1,False,True,False,False,True
1362,5.0,27.0,4,3,3,0,3.0,166.97,0,False,True,False,True,False
1364,0.0,6.0,4,4,2,0,0.0,128.36,0,False,False,True,False,True
1365,20.0,9.0,4,2,4,0,5.0,198.79,0,False,True,False,True,False
1366,18.0,8.0,4,1,8,1,3.0,149.36,0,False,False,True,False,True
1367,12.0,15.0,3,4,10,0,3.0,167.82,0,False,True,False,False,True
1368,5.0,12.0,4,4,3,0,3.0,152.89,0,False,False,True,True,False
1369,7.0,8.0,4,5,2,0,3.0,143.81,0,False,False,True,False,True
1370,29.0,9.0,4,4,5,0,3.0,234.76,0,False,False,False,True,False
1371,7.0,6.0,4,5,1,0,9.0,153.43,0,False,True,False,False,True
1372,4.0,34.0,4,1,9,0,8.0,178.04,0,False,True,False,True,False
1375,20.0,31.0,3,3,3,0,11.0,186.33,0,False,False,False,False,True
1377,1.0,13.0,5,4,3,0,4.0,148.68,0,False,False,True,True,False
1378,7.0,7.0,5,3,3,0,1.0,145.08,0,False,False,True,True,False
1380,1.0,32.0,4,3,3,0,8.0,154.42,0,False,False,True,True,False
1382,5.0,9.0,6,2,6,1,1.0,152.78,1,False,False,True,True,False
1383,1.0,22.0,4,3,9,0,1.0,173.34,1,False,True,False,True,False
1384,25.0,13.0,3,4,8,0,0.0,204.45,0,False,False,False,False,True
1385,18.0,34.0,4,4,2,0,6.0,267.04,0,True,False,False,False,True
1387,11.0,28.0,3,5,3,1,8.0,160.64,0,False,False,True,False,False
1389,4.0,12.0,4,3,2,1,2.0,127.03,0,False,False,True,True,False
1390,9.0,18.0,4,5,2,0,0.0,120.33,1,False,False,True,True,False
1392,15.0,13.0,5,4,8,1,3.0,185.32,0,False,True,False,False,True
1393,17.0,6.0,3,5,6,1,3.0,154.54,0,False,True,False,True,False
1394,5.0,6.0,3,1,2,1,8.0,161.62,0,False,True,False,True,False
1395,0.0,6.0,5,4,7,0,0.0,167.35,1,False,True,False,False,True
1397,10.0,15.0,5,5,2,0,4.0,148.42,0,False,False,True,True,False
1402,7.0,21.0,3,5,2,0,6.0,161.25,0,False,True,False,False,True
1403,9.0,6.0,3,3,8,0,2.0,122.32,0,False,False,True,True,False
1406,12.0,8.0,4,2,9,0,4.0,152.04,0,False,True,False,False,False
1407,7.0,9.0,4,4,10,0,8.0,176.47,0,False,True,False,False,True
1408,6.0,9.0,5,5,6,0,5.0,146.76,0,False,True,False,False,True
1409,1.0,25.0,4,3,2,0,3.0,152.74,0,False,False,True,True,False
1411,0.0,14.0,3,3,2,0,7.0,187.26,0,False,False,False,False,True
1414,0.0,16.0,3,1,2,0,2.0,146.84,0,False,True,False,False,True
1417,6.0,7.0,4,1,3,0,3.0,229.22,0,False,False,False,True,False
1418,9.0,9.0,4,3,2,0,0.0,112.81,0,False,False,True,True,False
1419,7.0,17.0,4,3,3,0,10.0,179.87,0,False,True,False,False,True
1420,0.0,29.0,4,5,2,0,10.0,173.36,1,False,False,False,False,False
1423,10.0,16.0,5,4,4,1,3.0,213.47,0,False,True,False,True,False
1424,8.0,22.0,3,4,1,0,9.0,180.2,0,False,False,False,False,False
1425,5.0,10.0,4,3,2,0,8.0,161.62,0,False,True,False,True,False
1427,18.0,7.0,4,1,6,1,3.0,156.95,0,False,False,True,True,False
1428,11.0,9.0,3,1,9,1,0.0,168.61,0,False,True,False,False,True
1429,9.0,23.0,3,4,2,0,0.0,122.1,1,False,False,True,False,False
1430,1.0,17.0,4,1,2,0,2.0,146.45,0,False,False,True,True,False
1431,7.0,24.0,5,3,11,1,1.0,149.37,1,False,False,True,True,False
1435,1.0,10.0,5,3,3,1,2.0,150.66,0,False,False,True,True,False
1436,1.0,7.0,5,3,3,0,3.0,171.17,0,False,True,False,False,True
1437,9.0,15.0,1,4,2,0,2.0,128.1,0,False,False,True,True,False
1439,8.0,16.0,4,2,2,0,3.0,210.0,0,False,False,False,True,False
1440,6.0,14.0,4,3,10,1,0.0,124.37,1,False,False,True,True,False
1441,4.0,17.0,4,3,11,0,3.0,221.67,0,False,False,False,False,True
1442,0.0,14.0,3,5,2,0,2.0,125.0,0,False,False,True,False,False
1443,14.0,35.0,6,5,5,0,2.0,234.32,0,False,False,False,True,False
1445,19.0,7.0,4,1,5,0,3.0,147.7,0,False,False,True,True,False
1446,3.0,8.0,4,1,6,1,0.0,168.77,0,False,True,False,False,True
1449,20.0,9.0,4,1,6,1,3.0,228.68,0,False,False,False,True,False
1451,0.0,20.0,4,4,2,1,2.0,137.43,1,False,False,True,True,False
1452,0.0,23.0,3,3,1,1,0.0,127.41,1,False,False,True,True,False
1453,11.0,26.0,4,4,3,1,10.0,201.42,0,False,False,False,False,True
1454,14.0,8.0,4,4,5,0,4.0,148.87,0,False,False,True,True,False
1455,10.0,25.0,4,1,4,0,10.0,202.79,0,False,True,False,False,True
1456,2.0,16.0,4,3,10,0,4.0,158.69,0,False,True,False,False,True
1457,10.0,16.0,3,4,2,0,7.0,139.36,0,False,False,True,True,False
1458,6.0,16.0,1,3,1,1,8.0,183.8,0,False,False,False,True,False
1459,0.0,15.0,3,1,2,0,7.0,141.05,0,False,True,False,False,True
1460,9.0,34.0,4,3,4,0,8.0,193.83,0,False,True,False,True,False
1461,9.0,6.0,3,5,5,0,2.0,121.94,0,False,False,True,True,False
1462,1.0,21.0,4,2,2,1,8.0,200.53,1,False,False,False,False,True
1463,6.0,11.0,4,2,2,0,2.0,129.11,0,False,False,True,False,False
1464,2.0,13.0,3,2,2,1,0.0,166.23,0,False,True,False,True,False
1465,3.0,35.0,3,4,4,0,3.0,192.5,0,False,False,False,True,False
1466,9.0,7.0,4,3,3,0,3.0,212.89,0,False,False,False,False,True
1467,10.0,7.0,6,5,4,1,3.0,227.52,0,False,False,False,True,False
1468,8.0,23.0,3,5,4,1,7.0,189.66,0,False,True,False,False,False
1469,10.0,10.0,4,1,7,0,1.0,153.35,0,False,False,True,True,False
1470,1.0,15.0,5,1,8,0,3.0,146.8,1,False,False,True,True,False
1471,9.0,9.0,3,1,5,0,4.0,120.97,0,False,False,True,True,False
1476,11.0,10.0,4,4,5,0,2.0,166.07,0,False,True,False,False,True
1477,3.0,6.0,4,1,2,1,0.0,151.26,0,False,True,False,True,False
1478,1.0,34.0,4,2,3,0,10.0,201.39,1,False,False,False,False,False
1479,0.0,16.0,4,3,2,0,0.0,112.0,0,False,False,True,False,True
1480,18.0,7.0,4,1,8,1,3.0,149.36,0,False,False,True,False,True
1481,7.0,29.0,4,4,2,0,8.0,186.46,0,False,True,False,True,False
1482,1.0,21.0,4,5,3,1,9.0,147.35,0,False,False,True,False,False
1483,5.0,27.0,4,3,3,0,1.0,194.32,0,False,True,False,False,False
1484,9.0,24.0,3,2,2,0,7.0,121.53,0,False,False,True,False,True
1487,7.0,12.0,4,1,8,0,3.0,224.98,0,False,True,False,True,False
1488,11.0,13.0,3,5,6,1,8.0,184.74,0,False,True,False,True,False
1490,13.0,11.0,4,5,6,1,12.0,204.75,0,False,False,False,True,False
1491,4.0,29.0,4,2,1,0,8.0,155.82,0,False,True,False,False,False
1493,9.0,9.0,3,4,4,1,3.0,122.77,0,False,False,True,True,False
1494,7.0,13.0,4,2,5,0,8.0,202.25,0,False,True,False,True,False
1496,13.0,16.0,4,5,3,0,10.0,176.51,0,False,True,False,True,False
1497,9.0,9.0,1,5,7,0,4.0,168.42,0,False,True,False,True,False
1499,12.0,17.0,4,1,3,0,10.0,178.43,0,False,True,False,True,False
1500,4.0,14.0,3,4,2,0,0.0,125.01,0,False,False,True,False,True
1501,0.0,10.0,4,2,1,0,4.0,131.62,0,False,False,True,False,False
1503,2.0,35.0,5,3,9,0,6.0,163.84,0,False,True,False,True,False
1504,15.0,35.0,5,1,5,0,0.0,142.72,0,False,True,False,False,True
1505,0.0,25.0,3,1,4,0,2.0,136.69,0,False,False,True,True,False
1506,26.0,14.0,4,4,9,0,3.0,229.45,0,False,False,False,False,True
1508,8.0,8.0,5,3,3,1,7.0,195.83,0,False,False,False,True,False
1509,14.0,19.0,4,5,4,0,8.0,169.48,0,False,True,False,True,False
1510,0.0,31.0,1,1,2,1,1.0,129.94,0,False,False,True,False,True
1511,11.0,8.0,3,5,4,0,7.0,168.93,0,False,True,False,True,False
1512,9.0,11.0,5,1,3,0,3.0,148.76,0,False,False,True,True,False
1513,4.0,13.0,3,5,2,0,12.0,143.06,0,False,True,False,True,False
1515,9.0,6.0,4,4,2,1,2.0,121.74,1,False,False,True,False,True
1516,1.0,15.0,6,3,3,0,3.0,171.21,0,False,False,True,True,False
1517,9.0,13.0,6,1,3,0,9.0,191.46,0,False,True,False,False,True
1519,9.0,14.0,4,4,2,0,0.0,112.61,1,False,False,True,False,True
1520,8.0,14.0,1,4,1,0,3.0,124.26,0,False,False,True,True,False
1521,14.0,16.0,5,2,11,0,3.0,173.76,0,False,True,False,False,False
1522,9.0,17.0,3,1,1,0,8.0,197.38,0,False,False,False,True,False
1525,15.0,17.0,4,2,9,0,11.0,187.3,0,False,True,False,False,True
1526,19.0,11.0,3,4,2,1,2.0,150.21,0,False,True,False,True,False
1527,22.0,14.0,4,5,6,0,3.0,179.86,0,False,True,False,True,False
1528,2.0,8.0,6,1,2,0,6.0,191.74,0,False,True,False,True,False
1529,23.0,34.0,3,5,5,1,2.0,268.8,0,True,False,False,False,False
1530,9.0,9.0,3,4,4,1,1.0,192.78,0,False,True,False,False,True
1531,11.0,13.0,4,2,1,0,5.0,140.28,0,False,True,False,False,True
1532,1.0,16.0,4,5,2,1,4.0,207.24,1,False,True,False,False,True
1533,0.0,21.0,3,3,8,1,7.0,236.1,1,False,False,False,True,False
1534,7.0,7.0,3,1,10,0,1.0,154.84,0,False,True,False,True,False
1536,26.0,26.0,4,1,2,0,3.0,167.58,0,False,False,True,True,False
1537,10.0,17.0,5,3,3,1,8.0,181.73,0,False,True,False,True,False
1538,7.0,34.0,4,3,2,0,7.0,167.12,0,False,True,False,True,False
1539,13.0,22.0,4,3,7,0,0.0,150.94,0,False,True,False,False,True
1540,7.0,12.0,4,2,8,0,3.0,224.98,0,False,True,False,False,False
1541,3.0,6.0,5,3,4,0,2.0,138.33,0,False,False,True,False,False
1543,2.0,7.0,5,1,3,1,8.0,193.34,0,False,True,False,True,False
1544,15.0,32.0,3,5,4,1,0.0,231.91000000000005,0,False,False,False,False,False
1546,0.0,31.0,3,1,2,1,1.0,127.95,1,False,False,True,False,True
1547,0.0,14.0,3,5,2,0,0.0,125.52,0,False,False,True,False,True
1549,1.0,16.0,4,5,3,0,3.0,150.0,0,False,False,True,True,False
1550,0.0,8.0,5,1,4,0,0.0,150.71,0,False,True,False,False,True
1553,15.0,17.0,6,4,3,0,10.0,186.51,0,False,True,False,False,True
1554,3.0,16.0,2,3,8,0,1.0,149.51,0,False,False,True,True,False
1557,0.0,14.0,3,3,2,0,0.0,123.77,1,False,False,True,True,False
1558,9.0,13.0,4,4,2,0,1.0,121.41,0,False,False,True,True,False
1559,4.0,16.0,3,1,3,1,4.0,165.83,0,False,True,False,True,False
1560,9.0,19.0,3,4,5,0,4.0,121.43,0,False,False,True,True,False
1562,9.0,13.0,3,1,3,0,1.0,146.78,0,False,False,True,False,True
1563,12.0,30.0,5,3,2,0,3.0,220.26,0,False,False,False,False,True
1564,17.0,16.0,4,3,5,1,8.0,181.79,0,False,True,False,True,False
1565,3.0,10.0,4,5,3,1,6.0,172.23,0,False,False,True,False,True
1567,2.0,14.0,4,2,2,1,2.0,150.56,0,False,True,False,False,False
1568,7.0,16.0,3,3,2,1,0.0,138.15,0,False,False,True,True,False
1570,16.0,14.0,3,3,5,0,2.0,124.38,0,False,False,True,False,True
1571,7.0,9.0,3,2,1,0,4.0,177.56,0,False,True,False,False,True
1572,10.0,8.0,5,3,2,0,3.0,168.74,0,False,True,False,True,False
1573,9.0,17.0,3,5,1,0,4.0,120.99,0,False,False,True,True,False
1576,9.0,6.0,4,5,2,0,2.0,122.18,0,False,False,True,False,False
1577,18.0,7.0,4,1,6,1,3.0,182.43,0,False,True,False,True,False
1578,0.0,11.0,3,3,2,1,2.0,134.41,1,False,False,True,False,True
1579,13.0,13.0,4,4,6,0,3.0,208.76,0,False,False,False,False,True
1580,4.0,23.0,4,3,10,0,3.0,178.01,0,False,True,False,False,False
1583,3.0,17.0,4,4,3,0,3.0,147.97,0,False,False,True,True,False
1584,1.0,28.0,2,1,3,0,3.0,151.78,0,False,False,True,False,True
1587,21.0,23.0,2,3,3,1,8.0,175.67,0,False,True,False,True,False
1590,13.0,19.0,4,4,6,0,1.0,177.95,0,False,True,False,True,False
1591,10.0,11.0,3,2,8,0,4.0,163.47,0,False,True,False,True,False
1592,14.0,25.0,3,5,3,0,0.0,130.72,0,False,True,False,True,False
1594,0.0,14.0,2,4,1,0,2.0,148.51,0,False,True,False,False,False
1595,9.0,12.0,3,3,3,1,5.0,123.06,0,False,True,False,False,False
1596,1.0,10.0,4,5,7,1,5.0,151.57,1,False,False,True,False,True
1597,19.0,8.0,3,2,3,0,4.0,173.79,0,False,True,False,True,False
1598,19.0,24.0,3,3,6,0,2.0,205.27,0,False,False,False,True,False
1599,1.0,14.0,4,1,3,1,3.0,147.75,1,False,False,True,True,False
1601,23.0,12.0,4,3,4,0,3.0,191.51,0,False,True,False,True,False
1602,18.0,24.0,6,3,4,0,1.0,147.9,0,False,False,True,False,True
1603,4.0,29.0,5,3,4,1,1.0,188.8,1,False,True,False,True,False
1604,18.0,26.0,5,5,3,1,7.0,208.51,0,False,False,False,True,False
1605,16.0,25.0,4,5,8,1,3.0,179.1,0,False,True,False,True,False
1606,17.0,15.0,4,4,6,0,1.0,172.65,0,False,True,False,True,False
1607,1.0,7.0,4,4,3,0,2.0,145.96,0,False,False,True,False,True
1608,24.0,14.0,4,4,6,0,3.0,224.9,0,False,False,False,True,False
1609,19.0,8.0,3,1,4,0,7.0,185.78,0,False,False,False,True,False
1610,1.0,27.0,4,3,5,0,3.0,223.24,1,False,False,False,True,False
1612,1.0,9.0,5,3,3,0,3.0,145.44,1,False,False,True,False,True
1613,25.0,5.0,3,4,8,0,0.0,204.45,0,False,False,False,False,True
1615,12.0,27.0,4,1,4,1,4.0,161.2,0,False,True,False,True,False
1616,19.0,13.0,4,5,6,1,1.0,257.45,0,False,False,False,True,False
1617,9.0,27.0,4,4,2,1,0.0,121.21,1,False,False,True,False,True
1618,14.0,21.0,4,5,3,0,3.0,171.39,0,False,True,False,True,False
1620,17.0,26.0,3,4,2,0,3.0,134.2,0,False,False,True,False,True
1624,12.0,22.0,5,1,2,1,10.0,240.1,0,False,False,False,True,False
1626,7.0,10.0,4,4,5,1,4.0,147.77,0,False,False,True,True,False
1628,5.0,7.0,4,5,3,0,4.0,166.48,0,False,True,False,False,False
1629,5.0,7.0,4,2,10,1,6.0,184.93,1,False,True,False,False,True
1630,6.0,10.0,4,4,9,0,2.0,138.38,0,False,False,True,True,False
1632,8.0,14.0,4,2,2,0,2.0,123.76,0,False,False,True,False,False
1633,0.0,6.0,4,5,2,0,3.0,139.55,0,False,False,True,True,False
1635,19.0,14.0,4,5,9,1,7.0,146.15,0,False,True,False,True,False
1637,11.0,16.0,3,3,1,0,2.0,126.84,0,False,False,True,False,False
1638,9.0,11.0,3,2,4,0,0.0,120.86,1,False,True,False,False,False
1640,10.0,8.0,4,1,6,0,0.0,151.63,0,False,True,False,True,False
1641,13.0,13.0,2,3,4,0,7.0,207.37,0,False,False,False,True,False
1642,1.0,25.0,4,2,3,0,1.0,151.93,1,False,False,True,False,True
1643,2.0,9.0,3,5,2,1,5.0,147.23,0,False,False,True,False,True
1645,14.0,33.0,5,1,5,1,1.0,169.22,0,False,True,False,True,False
1646,3.0,27.0,4,1,4,0,3.0,194.31,0,False,True,False,True,False
1647,19.0,15.0,4,1,11,0,9.0,161.97,0,False,True,False,True,False
1651,19.0,20.0,3,4,10,1,3.0,149.63,1,False,False,True,True,False
1652,27.0,9.0,5,4,4,0,13.0,200.25,0,False,False,False,True,False
1653,3.0,15.0,3,5,2,0,10.0,130.72,0,False,True,False,True,False
1654,0.0,10.0,4,3,6,0,2.0,138.94,1,False,False,True,False,True
1655,22.0,11.0,3,3,3,0,2.0,166.51,0,False,True,False,False,False
1657,0.0,8.0,3,3,3,0,0.0,134.85,1,False,False,True,False,True
1661,1.0,11.0,5,3,7,0,3.0,163.94,1,False,False,True,False,True
1662,1.0,9.0,4,5,9,0,8.0,152.07,1,False,False,True,False,False
1663,1.0,11.0,5,1,3,1,4.0,169.87,0,False,True,False,False,True
1664,9.0,9.0,4,1,4,0,0.0,121.77,0,False,False,True,True,False
1665,8.0,10.0,4,2,2,0,3.0,162.37,0,False,False,True,False,False
1666,19.0,24.0,3,3,6,0,2.0,205.27,0,False,False,False,False,False
1667,1.0,24.0,5,1,7,0,4.0,148.67,1,False,False,True,True,False
1670,7.0,17.0,5,1,5,0,2.0,171.82,0,False,True,False,False,True
1672,14.0,11.0,5,1,9,0,12.0,233.55,0,False,False,False,True,False
1673,28.0,26.0,4,5,11,1,5.0,179.85,0,False,True,False,True,False
1674,9.0,16.0,4,3,2,1,7.0,156.73,0,False,True,False,True,False
1675,1.0,13.0,3,5,1,0,3.0,148.98,0,False,True,False,False,True
1676,10.0,10.0,5,1,2,0,5.0,201.44,0,False,False,False,True,False
1679,4.0,17.0,5,3,3,0,5.0,190.78,0,False,True,False,True,False
1680,15.0,9.0,1,2,3,1,3.0,152.31,0,False,True,False,False,False
1681,28.0,8.0,3,1,3,1,2.0,266.59,0,True,False,False,False,True
1682,1.0,13.0,6,3,2,0,1.0,148.51,1,False,False,True,True,False
1683,9.0,15.0,5,2,6,1,3.0,228.77,0,False,False,False,False,False
1684,9.0,14.0,4,3,5,0,3.0,227.21,0,False,False,False,False,True
1685,9.0,8.0,1,2,2,0,7.0,120.11,0,False,False,True,False,False
1686,6.0,14.0,3,1,5,0,0.0,124.96,0,False,False,True,False,True
1688,9.0,19.0,3,4,4,0,4.0,121.43,0,False,False,True,False,False
1689,15.0,19.0,1,5,6,0,0.0,155.38,0,False,True,False,True,False
1690,1.0,9.0,4,3,4,0,1.0,159.85,1,False,False,True,False,True
1692,9.0,25.0,4,3,3,0,1.0,171.01,0,False,True,False,True,False
1693,7.0,35.0,4,3,3,1,8.0,177.07,0,False,True,False,True,False
1695,7.0,10.0,3,3,10,0,2.0,165.38,0,False,True,False,False,False
1697,20.0,7.0,5,5,4,1,6.0,231.73,0,False,False,False,True,False
1698,3.0,13.0,4,2,3,0,9.0,156.31,0,False,False,True,False,False
1699,1.0,8.0,4,3,5,0,3.0,154.09,1,False,False,True,True,False
1700,1.0,10.0,4,1,3,0,1.0,145.61,0,False,False,True,True,False
1701,9.0,12.0,3,3,9,0,2.0,122.67,0,False,False,True,False,False
1703,11.0,12.0,2,3,2,0,4.0,160.0,0,False,False,True,False,True
1704,1.0,27.0,4,3,5,0,3.0,223.24,1,False,False,False,False,False
1706,25.0,35.0,3,1,3,0,0.0,134.82,0,False,False,True,True,False
1707,0.0,10.0,4,5,2,0,3.0,142.56,0,False,True,False,True,False
1708,14.0,10.0,5,4,7,0,2.0,164.3,0,False,True,False,True,False
1709,1.0,15.0,2,3,9,0,3.0,160.17,0,False,False,True,True,False
1710,19.0,9.0,4,1,6,0,4.0,176.6,1,False,True,False,False,True
1712,8.0,9.0,4,3,8,0,3.0,147.31,0,False,False,True,True,False
1713,7.0,6.0,1,2,1,0,9.0,197.25,0,False,True,False,True,False
1714,1.0,11.0,3,5,4,0,3.0,153.19,0,False,False,True,False,False
1715,8.0,6.0,4,3,2,0,4.0,128.59,0,False,False,True,False,True
1716,6.0,15.0,4,1,3,0,3.0,214.98,0,False,False,False,False,True
1717,4.0,26.0,1,2,1,0,2.0,127.91,0,False,False,True,False,False
1718,4.0,7.0,6,3,5,0,3.0,163.33,0,False,False,True,True,False
1719,9.0,7.0,5,2,2,0,1.0,178.63,0,False,True,False,False,False
1720,2.0,8.0,3,3,2,0,2.0,146.49,0,False,True,False,True,False
1722,1.0,23.0,4,3,4,0,1.0,206.61,1,False,False,False,True,False
1724,23.0,18.0,3,1,5,0,1.0,192.08,0,False,False,False,False,True
1725,9.0,6.0,3,1,2,0,3.0,120.44,0,False,False,True,True,False
1727,2.0,7.0,4,1,3,0,3.0,152.06,0,False,False,True,True,False
1728,18.0,35.0,3,1,5,1,2.0,193.8,0,False,False,False,False,False
1731,5.0,8.0,3,4,1,0,6.0,154.7,0,False,True,False,True,False
1732,10.0,9.0,5,1,3,0,9.0,163.86,0,False,True,False,False,True
1733,0.0,32.0,3,2,2,0,4.0,161.8,0,False,True,False,False,True
1734,26.0,36.0,4,1,4,0,1.0,159.82,0,False,False,True,True,False
1735,0.0,14.0,5,5,2,0,1.0,124.51,0,False,False,True,False,False
1739,1.0,13.0,6,3,6,1,8.0,186.72,1,False,True,False,False,False
1740,10.0,15.0,3,5,11,0,6.0,242.13,0,False,False,False,False,False
1741,9.0,15.0,3,2,2,0,4.0,120.7,0,False,False,True,False,False
1742,14.0,13.0,4,3,9,0,14.0,257.37,0,True,False,False,False,True
1744,9.0,13.0,3,4,3,0,3.0,120.13,0,False,False,True,False,True
1745,8.0,14.0,4,1,3,0,1.0,154.72,0,False,False,True,False,True
1746,9.0,33.0,3,3,7,0,7.0,152.37,0,False,True,False,True,False
1747,4.0,14.0,4,4,2,0,3.0,154.83,0,False,False,True,False,True
1748,9.0,9.0,3,1,2,0,0.0,120.61,0,False,False,True,True,False
1749,2.0,12.0,4,2,3,0,3.0,174.08,0,False,True,False,False,True
1750,17.0,34.0,1,1,4,1,11.0,233.2,0,True,False,False,True,False
1751,5.0,13.0,2,1,6,0,8.0,179.6,0,False,True,False,True,False
1754,1.0,27.0,4,4,2,1,5.0,146.48,1,False,False,True,True,False
1755,5.0,11.0,4,4,3,0,3.0,218.55,1,False,True,False,False,True
1756,3.0,15.0,5,2,3,1,3.0,175.56,0,False,True,False,False,False
1757,24.0,6.0,3,1,2,0,0.0,127.23,0,False,False,True,True,False
1758,1.0,17.0,5,3,3,0,1.0,137.0,0,False,False,True,False,True
1759,12.0,14.0,3,5,3,1,8.0,181.05,0,False,True,False,True,False
1761,20.0,6.0,3,4,1,0,3.0,219.57,0,False,False,False,True,False
1762,0.0,14.0,5,1,2,1,0.0,123.4,1,False,False,True,False,True
1764,18.0,12.0,5,3,5,0,4.0,156.62,0,False,False,True,False,True
1766,12.0,9.0,4,4,7,0,9.0,150.92,0,False,False,True,True,False
1768,28.0,8.0,3,2,3,1,2.0,266.59,0,True,False,False,False,True
1769,10.0,10.0,4,4,6,0,8.0,169.85,0,False,True,False,False,True
1770,27.0,25.0,3,5,10,1,4.0,154.85,0,False,True,False,True,False
1771,20.0,8.0,3,2,6,0,4.0,150.7,0,False,True,False,True,False
